Ticker,Name,Exchange
^NQASPA3500LMGBPT,NASDAQ ASPA Food & Beverage Lg,NIM
^NQEMASIA3000GBPT,NASDAQ EM Asia Cnsmr Goods GBP,NIM
^NQDMASIA3500JPY,NASDAQ DM Asia Food & Beverage,NIM
^NQDMASIA1000GBPT,NASDAQ DM Asia Basic Matls GBP,NIM
^NQASPA1700EUR,NASDAQ ASPA Basic Resources EUR,NIM
FCNBCA7000.FGI,FTSE CNBC Asia 100 Index - Util,FGI
^NQEMASIA2000EUR,NASDAQ EM Asia Inds EUR Index,NIM
^NQASPAXJPLMAUDT,NASDAQ ASPA Ex Japan Large Mid,NIM
^NQASPA3000LMGBPT,NASDAQ ASPA Cnsmr Goods Lg Md C,NIM
^NQEMASIA3700,The NASDAQ EM Asia Personal & H,NIM
^NQDMASIA8600,The NASDAQ DM Asia Real Estate,NIM
^NQDMASPA2300LMEU,NASDAQ DM ASPA Constr & Matls L,NIM
^NQDMASPA1300AUD,NASDAQ DM ASPA Chemicals AUD In,NIM
^NQASPA8600CADT,NASDAQ ASPA Real Estate CAD TR,NIM
^NQDMASPAMCJPYT,NASDAQ DM ASPA Mid Cap JPY TR I,NIM
^NQEMASIA1300GBPN,NASDAQ EM Asia Chemicals GBP NT,NIM
^NQASPA2000GBPT,NASDAQ ASPA Inds GBP TR Index,NIM
^NQASIA5000GBP,NASDAQ Asia Cnsmr Svcs GBP Inde,NIM
^NQUSM8771GBP,NQ US Md Cap Asset Managers GBP,NIM
^NQASPA2000LMJPYN,NASDAQ ASPA Inds Large Mid Cap,NIM
^NQEMASIA5500T,The NASDAQ EM Asia Media Indexe,NIM
^NQDMASPA3700GBPT,NASDAQ DM ASPA Psnl & Hhld Good,NIM
^NQUSS8771T,NQ US Sm Cap Asset Managers TR,NIM
^NQASPA4000LMJPY,NASDAQ ASPA Health Care Lg Md C,NIM
^NQASIALMEURN,NASDAQ Asia Large Mid Cap EUR N,NIM
^NQASPA7000LMCADT,NASDAQ ASPA Utilities Large Mid,NIM
^NQASPA8600LMGBPN,NASDAQ ASPA Real Estate Lg Md C,NIM
^NQDMASPA3500CADT,NASDAQ DM ASPA Food & Beverage,NIM
^DWAPM,^DWAPM,DJI
^NQASPAJPYT,NASDAQ ASPA JPY TR Index,NIM
^NQASPA5000LM,NASDAQ ASPA Cnsmr Svcs Large Mi,NIM
^NQASIA7000JPY,NASDAQ Asia Utilities JPY Index,NIM
^NQUSL8771T,NQ US Lg Cap Asset Managers TR,NIM
^SPAU24,S&P Pan Asia BMI Retailing (US,SNP
^RAXJLTRUSD,Russell Asia ex-Japan LC Total,WCB
^NQEMASIA5500,The NASDAQ EM Asia Media Indexe,NIM
^NQDMASIA6000EURN,NASDAQ DM Asia Telecom EUR NTR,NIM
^PRODASIA.TEST,NASDAQ Test Index Asian Session,NIM
^NQASPAMCJPY,NASDAQ ASPA Mid Cap JPY Index,NIM
^NQDMASPA5700CADT,NASDAQ DM ASPA Travel & Leisure,NIM
^NQASIA9000LMEUR,NASDAQ Asia Tech Large Mid Cap,NIM
^NQEMASIA3000AUDN,NASDAQ EM Asia Cnsmr Goods AUD,NIM
^NQDMASPAGBPT,NASDAQ DM ASPA GBP TR Index,NIM
^NQDMASIA1700EUR,NASDAQ DM Asia Basic Resources,NIM
^NQASIA7000LMJPYT,NASDAQ Asia Utilities Large Mid,NIM
^NQASPA2300GBP,NASDAQ ASPA Constr & Matls GBP,NIM
^NQASPA5300LMCADN,NASDAQ ASPA Retail Large Mid Ca,NIM
^NQDMASIA5500EURN,NASDAQ DM Asia Media EUR NTR In,NIM
^NQEMASIASCJPYN,NASDAQ EM Asia Small Cap JPY NT,NIM
^NQASPA1000EURT,NASDAQ ASPA Basic Matls EUR TR,NIM
^NQASPASCCADN,NASDAQ ASPA Small Cap CAD NTR I,NIM
^NQASPA5300LMAUDN,NASDAQ ASPA Retail Large Mid Ca,NIM
^NQASPASCGBPN,NASDAQ ASPA Small Cap GBP NTR I,NIM
^NQDMASPA1000GBPT,NASDAQ DM ASPA Basic Matls GBP,NIM
^NQEMASIA4000CAD,NASDAQ EM Asia Health Care CAD,NIM
^NQDMASIA8300GBP,NASDAQ DM Asia Banks GBP Index,NIM
^NQUSM8771JPYT,NQ US Md Cap Asset Managers JPY,NIM
^NQASPAXJPLMEUR,NASDAQ ASPA Ex Japan Large Mid,NIM
^NQDMASPA2300JPY,NASDAQ DM ASPA Constr & Matls J,NIM
^NQASIA9000AUD,NASDAQ Asia Tech AUD Index,NIM
^NQDMASPA7000EURT,NASDAQ DM ASPA Utilities EUR TR,NIM
^NQEMASIA7000,The NASDAQ EM Asia Utilities In,NIM
^NQASIA2000LMGBP,NASDAQ Asia Inds Large Mid Cap,NIM
^NQASIA6000LMN,NASDAQ Asia Telecom Large Mid C,NIM
^NQASPA4000AUDN,NASDAQ ASPA Health Care AUD NTR,NIM
^NQASPA3500LMJPY,NASDAQ ASPA Food & Beverage Lg,NIM
^NQASPA2000LMCADN,NASDAQ ASPA Inds Large Mid Cap,NIM
^NQEMASIA9000N,The NASDAQ EM Asia Technology I,NIM
^NQASPA1700GBP,NASDAQ ASPA Basic Resources GBP,NIM
^NQASPA5700CAD,NASDAQ ASPA Travel & Leisure CA,NIM
^NQASPA6000EUR,NASDAQ ASPA Telecom EUR Index,NIM
^SPCRU2BRAEUSD,S&P Asia Pacific Emerging Under,SNP
^DWAPRTT,Dow Jones Asia/Pacific Select R,DJI
^NQDMASIA1300LMJP,NASDAQ DM Asia Chemicals Lg Md,NIM
^NQDMASIA8000JPY,NASDAQ DM Asia Financials JPY I,NIM
^NQDMASIA8000JPYN,NASDAQ DM Asia Financials JPY N,NIM
^NQASPA5700LMEURN,NASDAQ ASPA Travel & Leisure Lg,NIM
^NQASPA8700LMAUDN,NASDAQ ASPA Financial Svcs Lg M,NIM
^NQDMASPA3700EURN,NASDAQ DM ASPA Psnl & Hhld Good,NIM
^NQEMASIA9000EURN,NASDAQ EM Asia Tech EUR NTR Ind,NIM
^NQDMASPA9000CADT,NASDAQ DM ASPA Tech CAD TR Inde,NIM
^NQDMASIA1000LMT,NASDAQ DM Asia Basic Matls Larg,NIM
^NQDMASIA4000GBPT,NASDAQ DM Asia Health Care GBP,NIM
^NQDMASPA5500CADT,NASDAQ DM ASPA Media CAD TR Ind,NIM
^SPAU30,S&P Pan Asia BMI Utilities Sect,SNP
^RUAXJDYN,Russell Asia ex-Japan Dynamic N,WCB
^NQASPA3300LMT,NASDAQ ASPA Auto & Parts Large,NIM
^NQDMASPA5000LMN,NASDAQ DM ASPA Cnsmr Svcs Large,NIM
^NQASPA4000LMEUR,NASDAQ ASPA Health Care Lg Md C,NIM
^NQASPA6000LMJPYN,NASDAQ ASPA Telecom Large Mid C,NIM
^NQASPA5700LMEUR,NASDAQ ASPA Travel & Leisure Lg,NIM
^NQDMASPA5700AUDT,NASDAQ DM ASPA Travel & Leisure,NIM
^NQASPA5300JPYT,NASDAQ ASPA Retail JPY TR Index,NIM
^NQEMASIALM,NASDAQ EM Asia Large Mid Cap In,NIM
^NQDMASPA2700N,The NASDAQ DM ASPA Industrial G,NIM
^NQDMASPA9000EURN,NASDAQ DM ASPA Tech EUR NTR Ind,NIM
^NQEMASIA9000EURT,NASDAQ EM Asia Tech EUR TR Inde,NIM
^NQUSB8771LMAUD,NQ US Asset Managers Large Mid,NIM
^NQDMASPA5300AUDN,NASDAQ DM ASPA Retail AUD NTR I,NIM
^NQDMASPA5500CAD,NASDAQ DM ASPA Media CAD Index,NIM
^NQDMASPALCEURN,NASDAQ DM ASPA Large Cap EUR NT,NIM
^NQEMASIA5300LMGB,NASDAQ EM Asia Retail Large Mid,NIM
^NQDMASIA6000AUDN,NASDAQ DM Asia Telecom AUD NTR,NIM
^NQEMASIALMEURN,NASDAQ EM Asia Large Mid Cap EU,NIM
^NQDMASPA5700GBP,NASDAQ DM ASPA Travel & Leisure,NIM
^NQDMASIA1000CADT,NASDAQ DM Asia Basic Matls CAD,NIM
^NQASPAXJPLMEURN,NASDAQ ASPA Ex Japan Large Mid,NIM
^NQDMASPAN,NASDAQ DM ASPA Index,NIM
^NQDMASPA6000GBPT,NASDAQ DM ASPA Telecom GBP TR I,NIM
N8B1.DE,DAXGLOBAL ASIA GBP,GER
^NQASIA1000JPY,NASDAQ Asia Basic Matls JPY Ind,NIM
^NQASIA6000JPYT,NASDAQ Asia Telecom JPY TR Inde,NIM
^NQASPA7000LMCADN,NASDAQ ASPA Utilities Large Mid,NIM
^NQEMASIA8500GBPT,NASDAQ EM Asia Ins GBP TR Index,NIM
^NQASPA1000LMEURN,NASDAQ ASPA Basic Matls Lg Md C,NIM
^NQASPA1700LM,NASDAQ ASPA Basic Resources Lg,NIM
^NQASPA1700CADT,NASDAQ ASPA Basic Resources CAD,NIM
^DWAPS,^DWAPS,DJI
^NQASPA8500LMAUD,NASDAQ ASPA Ins Large Mid Cap A,NIM
^NQDMASPAXJPJPYT,Nasdaq DM ASPA Ex Japan JPY TR,NIM
^NQDMASPALCJPYN,NASDAQ DM ASPA Large Cap JPY NT,NIM
^NQUSB8771JPYT,NQ US Bnchmk Asset Managers JPY,NIM
^NQDMASPA5300GBP,NASDAQ DM ASPA Retail GBP Index,NIM
^NQEMASIA8700N,The NASDAQ EM Asia Financial Se,NIM
^NQASPA8600N,The NASDAQ ASPA Real Estate Ind,NIM
^DJLTXCLS,Dow Jones LATixx Chile Asset Ba,DJI
^NQEMASIA1000LM,NASDAQ EM Asia Basic Matls Larg,NIM
^NQASIA6000GBPT,NASDAQ Asia Telecom GBP TR Inde,NIM
^NQEMASIASCEUR,NASDAQ EM Asia Small Cap EUR In,NIM
^NQDMASPA3300JPYT,NASDAQ DM ASPA Auto & Parts JPY,NIM
^NQEMASIA9000LMEU,NASDAQ EM Asia Tech Large Mid C,NIM
^NQEMASIA4000LMT,NASDAQ EM Asia Health Care Larg,NIM
^NQDMASIA1000EURT,NASDAQ DM Asia Basic Matls EUR,NIM
^NQASPAXJP,The NASDAQ ASPA Ex Japan Index,NIM
^REASMTRUSD,Russell Emerging Asia MC Total,WCB
^DWAPTCT,^DWAPTCT,DJI
^DJSAPDEN,Dow Jones Sustainability Asia P,DJI
^NQEMASIAGBPT,NASDAQ EM Asia GBP TR Index,NIM
^NQEMASIA8700AUD,NASDAQ EM Asia Financial Svcs A,NIM
^NQDMASIA4000AUD,NASDAQ DM Asia Health Care AUD,NIM
^NQASPA1000LMGBP,NASDAQ ASPA Basic Matls Lg Md C,NIM
^NQASPA9000T,The NASDAQ ASPA Technology Inde,NIM
^NQASPA3500CADT,NASDAQ ASPA Food & Beverage CAD,NIM
^NQASPA7000EURT,NASDAQ ASPA Utilities EUR TR In,NIM
^NQDMASIAT,NASDAQ DM Asia Index,NIM
^NQASPA5000LMN,NASDAQ ASPA Cnsmr Svcs Large Mi,NIM
^NQASPA3300LMAUD,NASDAQ ASPA Auto & Parts Lg Md,NIM
^NQASPA3000LMEURT,NASDAQ ASPA Cnsmr Goods Lg Md C,NIM
^NQASIA3000AUD,NASDAQ Asia Cnsmr Goods AUD Ind,NIM
^NQDMASPA2700AUDN,NASDAQ DM ASPA Ind Goods & Svcs,NIM
^NQEMASIA2300AUDT,NASDAQ EM Asia Constr & Matls A,NIM
^SPAU6,S&P Pan Asia BMI Consumer Durab,SNP
^NQASPALMJPYT,NASDAQ ASPA Large Mid Cap JPY T,NIM
^NQASPA2700LMEUR,NASDAQ ASPA Ind Goods & Svcs Lg,NIM
^NQDMASIA1300AUDN,NASDAQ DM Asia Chemicals AUD NT,NIM
^NQEMASIA8600CADN,NASDAQ EM Asia Real Estate CAD,NIM
^NQDMASIA9000N,The NASDAQ DM Asia Technology I,NIM
^NQASIA1000LMJPYN,NASDAQ Asia Basic Matls Lg Md C,NIM
^NQASPA5300LMCAD,NASDAQ ASPA Retail Large Mid Ca,NIM
^RASPLTRUSD,Russell Asia Pacific LC Total R,WCB
^NQEMASIA8300CADT,NASDAQ EM Asia Banks CAD TR Ind,NIM
^NQDMASPA1700LMGB,NASDAQ DM ASPA Basic Resources,NIM
^NQDMASIA6000AUDT,NASDAQ DM Asia Telecom AUD TR I,NIM
^NQUSL8771CADT,NQ US Lg Cap Asset Managers CAD,NIM
^RAXJSUSD,Russell Asia ex-Japan SC,WCB
^NQEMASIA8300GBP,NASDAQ EM Asia Banks GBP Index,NIM
^NQASPA8500LMAUDT,NASDAQ ASPA Ins Large Mid Cap A,NIM
^NQASPA8600GBPN,NASDAQ ASPA Real Estate GBP NTR,NIM
^NQASPA2700AUD,NASDAQ ASPA Ind Goods & Svcs AU,NIM
^NQEMASIA3300CADN,NASDAQ EM Asia Auto & Parts CAD,NIM
^NQASIALMEURT,NASDAQ Asia Large Mid Cap EUR T,NIM
^NQASIA6000GBP,NASDAQ Asia Telecom GBP Index,NIM
^NQDMASPA2000T,The NASDAQ DM ASPA Industrials,NIM
^NQASPA2000LMCADT,NASDAQ ASPA Inds Large Mid Cap,NIM
^NQDMASPASCEUR,NASDAQ DM ASPA Small Cap EUR In,NIM
^NQASPA3300T,The NASDAQ ASPA Automobiles & P,NIM
^NQASPA4000EUR,NASDAQ ASPA Health Care EUR Ind,NIM
^NQDMASPA4000LM,NASDAQ DM ASPA Health Care Larg,NIM
^NQDMASPA4000T,The NASDAQ DM ASPA Health Care,NIM
^NQDMASIA8700JPYT,NASDAQ DM Asia Financial Svcs J,NIM
^NQUSB8771LMJPY,NQ US Asset Managers Large Mid,NIM
^NQASPA5000LMJPY,NASDAQ ASPA Cnsmr Svcs Large Mi,NIM
^RASPLUSD,Russell Asia Pacific LC,WCB
^NQDMASIA1000JPY,NASDAQ DM Asia Basic Matls JPY,NIM
^NQEMASIA2000LMCA,NASDAQ EM Asia Inds Large Mid C,NIM
^NQDMASPA1000T,The NASDAQ DM ASPA Basic Materi,NIM
^NQDMASIA1000JPYT,NASDAQ DM Asia Basic Matls JPY,NIM
^SPATAQUA,^SPATAQUA,SNP
^NQDMASIA8500JPY,NASDAQ DM Asia Ins JPY Index,NIM
^SPAU20B,S&P Pan Asia BMI Materials Indu,SNP
^NQASPAAUDN,NASDAQ ASPA AUD NTR Index,NIM
^NQASIA9000LMGBPN,NASDAQ Asia Tech Large Mid Cap,NIM
^NQEMASIA3500CAD,NASDAQ EM Asia Food & Beverage,NIM
^NQDMASIA3000AUD,NASDAQ DM Asia Cnsmr Goods AUD,NIM
^NQASIA5000LMAUDN,NASDAQ Asia Cnsmr Svcs Lg Md Ca,NIM
3BVS.DE,DAXGL ASSRT GB P,GER
^NQASPA2300AUDT,NASDAQ ASPA Constr & Matls AUD,NIM
^NQASPA7000AUDN,NASDAQ ASPA Utilities AUD NTR I,NIM
^NQEMASIAMCEURN,NASDAQ EM Asia Mid Cap EUR NTR,NIM
^NQEMASIALCJPYT,NASDAQ EM Asia Large Cap JPY TR,NIM
^NQEMASIA3700EURT,NASDAQ EM Asia Psnl & Hhld Good,NIM
^NQEMASIA8000AUDT,NASDAQ EM Asia Financials AUD T,NIM
^NQDMASIA8600JPY,NASDAQ DM Asia Real Estate JPY,NIM
^NQASPA4000LM,NASDAQ ASPA Health Care Large M,NIM
^NQASPA3500LMN,NASDAQ ASPA Food & Beverage Lg,NIM
^NQEMASIA5700,The NASDAQ EM Asia Travel & Lei,NIM
^NQASPA2000LMEURN,NASDAQ ASPA Inds Large Mid Cap,NIM
^NQDMASPA8700CADN,NASDAQ DM ASPA Financial Svcs C,NIM
^NQDMASPA6000LMGB,NASDAQ DM ASPA Telecom Large Mi,NIM
^NQEMASIA6000JPYN,NASDAQ EM Asia Telecom JPY NTR,NIM
^NQDMASIA1000AUDT,NASDAQ DM Asia Basic Matls AUD,NIM
^NQASPA9000EURN,NASDAQ ASPA Tech EUR NTR Index,NIM
^NQDMASPA2700EURT,NASDAQ DM ASPA Ind Goods & Svcs,NIM
^NQDMASPA8600LM,NASDAQ DM ASPA Real Estate Larg,NIM
^NQEMASIA8500LMGB,NASDAQ EM Asia Ins Large Mid Ca,NIM
^NQDMASPALMAUDT,NASDAQ DM ASPA Large Mid Cap AU,NIM
^NQASIAEUR,NASDAQ Asia EUR Index,NIM
^NQDMASIA2700GBP,NASDAQ DM Asia Ind Goods & Svcs,NIM
^NQDMASIA5700GBP,NASDAQ DM Asia Travel & Leisure,NIM
^NQASPALMAUDN,NASDAQ ASPA Large Mid Cap AUD N,NIM
^NQDMASPAMCEUR,NASDAQ DM ASPA Mid Cap EUR Inde,NIM
^NQASIA2000,The NASDAQ Asia Industrials Ind,NIM
^NQDMASIA4000LMT,NASDAQ DM Asia Health Care Larg,NIM
^NQASPA9000LMAUD,NASDAQ ASPA Tech Large Mid Cap,NIM
^NQASPA6000N,The NASDAQ ASPA Telecommunicati,NIM
^DJIP9T,Dow Jones Islamic Market Asia/P,DJI
^NQEMASIA5300EURT,NASDAQ EM Asia Retail EUR TR In,NIM
^NQDMASPA1300EURT,NASDAQ DM ASPA Chemicals EUR TR,NIM
^NQDMASPA5700T,The NASDAQ DM ASPA Travel & Lei,NIM
^NQDMASPALMEURT,NASDAQ DM ASPA Large Mid Cap EU,NIM
^NQDMASIA7000AUDT,NASDAQ DM Asia Utilities AUD TR,NIM
^NQASPA4000JPYN,NASDAQ ASPA Health Care JPY NTR,NIM
^NQDMASIA2300AUDT,NASDAQ DM Asia Constr & Matls A,NIM
^NQASPA7000JPYT,NASDAQ ASPA Utilities JPY TR In,NIM
^NQDMASPA8500EURN,NASDAQ DM ASPA Ins EUR NTR Inde,NIM
^NQDMASIA5500JPYT,NASDAQ DM Asia Media JPY TR Ind,NIM
^NQDMASIA3000EURN,NASDAQ DM Asia Cnsmr Goods EUR,NIM
^NQDMASIA5000GBPT,NASDAQ DM Asia Cnsmr Svcs GBP T,NIM
^NQASPA8600EUR,NASDAQ ASPA Real Estate EUR Ind,NIM
^NQEMASIA1000AUD,NASDAQ EM Asia Basic Matls AUD,NIM
^NQASPA1000LMJPYN,NASDAQ ASPA Basic Matls Lg Md C,NIM
^NQDMASPA8300CAD,NASDAQ DM ASPA Banks CAD Index,NIM
^DWAPRST,Dow Jones Asia/Pacific Select R,DJI
^MSEIUSDP,Morningstar Emerging Asia Index,SNP
^NQASPA1300,The NASDAQ ASPA Chemicals Index,NIM
^NQASPA1700JPYT,NASDAQ ASPA Basic Resources JPY,NIM
^REASLTRUSD,Russell Emerging Asia LC Total,WCB
^NQUSB8771N,NQ US Bnchmk Asset Managers Ind,NIM
^NQDMASIA5300,The NASDAQ DM Asia Retail Index,NIM
^NQDMASPALMJPY,NASDAQ DM ASPA Large Mid Cap JP,NIM
^NQEMASIAN,NASDAQ EM Asia Index,NIM
^NQASPA3500LMCAD,NASDAQ ASPA Food & Beverage Lg,NIM
^NQASIA5000LMEURN,NASDAQ Asia Cnsmr Svcs Large Mi,NIM
^NQASPAMCJPYT,NASDAQ ASPA Mid Cap JPY TR Inde,NIM
^NQDMASIA8700T,The NASDAQ DM Asia Financial Se,NIM
^SPAU28B,S&P Pan Asia BMI Telecommunicat,SNP
^NQEMASIA2300GBPT,NASDAQ EM Asia Constr & Matls G,NIM
^NQEMASIA5500GBPN,NASDAQ EM Asia Media GBP NTR In,NIM
^NQDMASPAXJPMC,Nasdaq DM ASPA Ex Japan Mid Cap,NIM
^NQASIA1000GBPT,NASDAQ Asia Basic Matls GBP TR,NIM
^NQASPA2300LMJPY,NASDAQ ASPA Constr & Matls Lg M,NIM
^NQUSB8771GBPN,NQ US Bnchmk Asset Managers GBP,NIM
^NQDMASPA8000N,The NASDAQ DM ASPA Financials I,NIM
^NQASIA3000JPY,NASDAQ Asia Cnsmr Goods JPY Ind,NIM
^NQEMASIA7000EUR,NASDAQ EM Asia Utilities EUR In,NIM
^SPWCASJPY,^SPWCASJPY,SNP
^NQDMASPA5300GBPN,NASDAQ DM ASPA Retail GBP NTR I,NIM
^NQDMASPALMCAD,NASDAQ DM ASPA Large Mid Cap CA,NIM
^NQEMASIASCN,The NASDAQ EM Asia Small Cap In,NIM
LZM7.DE,DAXGL AS BASR USD P,GER
DE3N.DE,INAV DBXTR ATX GBP,GER
AXGP.VI,ATX Global Players in EUR,VIE
CECENTRUSD.VI,CECE NTR USD,VIE
AT1000.MX,AT1 EXTRACTIVA,MEX
GBX.VI,GBX.VI,VIE
^BXVWATMP,Atlantic Trust Select MLP Index,NYS
CXES.VI,CXES,VIE
IBXS.VI,IBXS.VI,VIE
DMK.AT,ATHEX Mid&SmallCap Price Index,ATH
SXTE.VI,SOUTEURTRAX TR EUR,VIE
AT4000.MX,AT4 COMERCIO,MEX
QBI.VI,QBASIS I TREND EUR,VIE
QBS.VI,QBS.VI,VIE
AT2000.MX,AT2 TRANSFORMA,MEX
EBAI.VI,EBAI.VI,VIE
2756.DE,INAV IS ATX U,GER
AT3000.MX,AT3 CONSTRUYE,MEX
SAGD.AT,ATHENS COMP IND TOT,ATH
GD.AT,COMPOSITE INDEX,ATH
CCES.VI,CCES.VI,VIE
RDUS.VI,1R S-SRUSDEIUSD,VIE
NTXS.VI,NTXS.VI,VIE
^BXRTATMP,Atlantic Trust Select MLP Index,NYS
CTES.VI,CTES.VI,VIE
ATDB.VI,ATX DISTR. IND.,VIE
AT5000.MX,AT5 ENLACE,MEX
^ATXPRIME,ATX PRIME,VIE
PTES.VI,PTES.VI,VIE
SXNE.VI,SOUTEURTRAX NTR EUR,VIE
^NQESLCAUD,NASDAQ Spain Large Cap AUD Inde,NIM
^NQAU2000T,The NASDAQ Australia Industrial,NIM
^NQUSL5379AUDT,NQ US Lg Cap Specialty Rtlrs AU,NIM
^NQAT2000N,The NASDAQ Austria Industrials,NIM
^NQUSB3760AUDT,NQ US Bnchmk Psnl Goods AUD TR,NIM
^NQTR8000AUDN,NASDAQ Turkey Financials AUD NT,NIM
^NQUSS3780AUDN,NQ US Sm Cap Tobacco AUD NTR In,NIM
^NQAU2000LM,NASDAQ Australia Inds Large Mid,NIM
^NQAUEUR,NASDAQ Australia EUR Index,NIM
^NQEURO3300CADT,NASDAQ Eurozone Auto & Parts CA,NIM
^NQG8600AUDT,NASDAQ Global Real Estate AUD T,NIM
^NQAUMCAUD,NASDAQ Australia Mid Cap AUD In,NIM
^NQMEA5000AUDN,NASDAQ MEA Cnsmr Svcs AUD NTR I,NIM
^NQEMMEAAUD,NASDAQ EM MEA AUD Index,NIM
^NQIDAUD,NASDAQ Indonesia AUD Index,NIM
^NQIDSCAUDT,NASDAQ Indonesia Small Cap AUD,NIM
^NQATSCEURN,NASDAQ Austria Small Cap EUR NT,NIM
^NQCN2000AUDN,NASDAQ China Inds AUD NTR Index,NIM
^NQSELMAUDT,NASDAQ Sweden Large Mid Cap AUD,NIM
^NQAULMEUR,NASDAQ Australia Large Mid Cap,NIM
^NQMEAAUDN,NASDAQ MEA AUD NTR Index,NIM
^NQCALCAUD,NASDAQ Canada Large Cap AUD Ind,NIM
^NQNL2000AUD,NASDAQ Netherlands Inds AUD Ind,NIM
^NQGXGBAUD,NASDAQ Global Ex UK AUD Index,NIM
^NQCOLCAUD,NASDAQ Colombia Large Cap AUD I,NIM
^NQMEA5700AUD,NASDAQ MEA Travel & Leisure AUD,NIM
^NQILAUDN,NASDAQ Israel AUD NTR Index,NIM
^NQNL9000AUDN,NASDAQ Netherlands Tech AUD NTR,NIM
^NQCL2000AUD,NASDAQ Chile Inds AUD Index,NIM
^NQATAUDN,NASDAQ Austria AUD NTR Index,NIM
^NQIDLCAUDT,NASDAQ Indonesia Large Cap AUD,NIM
^NQUSS5500AUD,NQ US Sm Cap Media AUD Index,NIM
^NQUSS9578AUDN,NQ US Sm Cap Telecom Eqpt AUD N,NIM
^NQEMMEA9000AUDN,NASDAQ EM MEA Tech AUD NTR Inde,NIM
^NQEU8500AUDN,NASDAQ Europe Ins AUD NTR Index,NIM
^NQIE2000AUDN,NASDAQ Ireland Inds AUD NTR Ind,NIM
^NQAU9000AUDT,NASDAQ Australia Tech AUD TR In,NIM
^DRILLATR,^DRILLATR,SNP
^NQATLMGBPN,NASDAQ Austria Large Mid Cap GB,NIM
^NQDEAUDN,NASDAQ Germany AUD NTR Index,NIM
^NQMEAAUD,NASDAQ MEA AUD Index,NIM
^NQAU3000EURT,NASDAQ Australia Cnsmr Goods EU,NIM
^NQTHAUD,NASDAQ Thailand AUD Index,NIM
^NQNO2000AUD,NASDAQ Norway Inds AUD Index,NIM
^NQSEAUDT,NASDAQ Sweden AUD TR Index,NIM
^NQTWMCAUDT,NASDAQ Taiwan Mid Cap AUD TR In,NIM
^NQEU8500AUD,NASDAQ Europe Ins AUD Index,NIM
^NQCN3000AUDT,NASDAQ China Cnsmr Goods AUD TR,NIM
^NQUSM9578AUDT,NQ US Md Cap Telecom Eqpt AUD T,NIM
^NQAULMEURN,NASDAQ Australia Large Mid Cap,NIM
^NQGBLCAUDN,NASDAQ UK Large Cap AUD NTR Ind,NIM
^NQEMEA5000AUDN,NASDAQ EMEA Cnsmr Svcs AUD NTR,NIM
^NQUSM2737AUD,NQ US Md Cap Elec Eqpt AUD Inde,NIM
^NQUSM1300AUD,NQ US Md Cap Chemicals AUD Inde,NIM
^NQUSL7530AUDT,NQ US Lg Cap Eltrcty AUD TR Ind,NIM
^NQUSS2300AUDT,NQ US Sm Cap Constr & Matls AUD,NIM
^NQESMCAUDT,NASDAQ Spain Mid Cap AUD TR Ind,NIM
^NQCLAUDT,NASDAQ Chile AUD TR Index,NIM
^NQCA8000AUD,NASDAQ Canada Financials AUD In,NIM
^NQMALMAUDN,NASDAQ Morocco Large Mid Cap AU,NIM
^NQEU5000AUDN,NASDAQ Europe Cnsmr Svcs AUD NT,NIM
^NQMEA1300AUDT,NASDAQ MEA Chemicals AUD TR Ind,NIM
^NQDMEU8300AUD,NASDAQ DM Europe Banks AUD Inde,NIM
^NQUSB9535AUDN,NQ US Bnchmk Internet AUD NTR I,NIM
^NQAUMCEUR,NASDAQ Australia Mid Cap EUR In,NIM
^NQSESCAUD,NASDAQ Sweden Small Cap AUD Ind,NIM
^NQMYLCAUD,NASDAQ Malaysia Large Cap AUD I,NIM
^NQATLMN,NASDAQ Austria Large Mid Cap NT,NIM
^NQDE3000AUDT,NASDAQ Germany Cnsmr Goods AUD,NIM
^NQEMEASCAUDT,NASDAQ EMEA Small Cap AUD TR In,NIM
^NQNLSCAUDN,NASDAQ Netherlands Small Cap AU,NIM
^NQEGMCAUDN,NASDAQ Egypt Mid Cap AUD NTR In,NIM
^NQUSS7000AUDT,NQ US Sm Cap Utilities AUD TR I,NIM
^NQDE9000AUD,NASDAQ Germany Tech AUD Index,NIM
^SPBDA0T,S&P/ASX Australian Fixed Intere,SNP
^NQSGSCAUD,NASDAQ Singapore Small Cap AUD,NIM
^NQMEA8500AUD,NASDAQ MEA Ins AUD Index,NIM
^NQGRSCAUD,NASDAQ Greece Small Cap AUD Ind,NIM
^SPBDA01T,S&P/ASX Australian Fixed Intere,SNP
^NQEMEU1300AUDT,NASDAQ EM Europe Chemicals AUD,NIM
^NQUSB1777AUDT,NQ US Bnchmk Gold Mining AUD TR,NIM
^NQEMEUAUD,NASDAQ EM Europe AUD Index,NIM
^NQCNSCAUD,NASDAQ China Small Cap AUD Inde,NIM
^NQAU5000LMGBP,NASDAQ Australia Cnsmr Svcs Lg,NIM
^NQEM5000AUDT,NASDAQ Emerging Cnsmr Svcs AUD,NIM
^NQCN9000AUD,NASDAQ China Tech AUD Index,NIM
^NQAU9000EURT,NASDAQ Australia Tech EUR TR In,NIM
^NQUSB7530AUD,NQ US Bnchmk Eltrcty AUD Index,NIM
^NQINLCAUD,NASDAQ India Large Cap AUD Inde,NIM
^NQUSM7573AUD,NQ US Md Cap Gas Distr AUD Inde,NIM
